Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,LOCATION,EU
QCL,Crops and livestock products,372,Ireland,5510,Production,21121,"Meat of chickens, fresh or chilled",2019,12379,tonnes,141000.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21121,"Meat of chickens, fresh or chilled",2020,12380,tonnes,152140.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2017,12381,1000 Head,86116.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2018,12382,1000 Head,90059.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2019,12383,1000 Head,96247.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2020,12384,1000 Head,102796.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5424,Yield/Carcass Weight,21122,"Meat of ducks, fresh or chilled",2017,12385,0.1g/An,20006.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21122,"Meat of ducks, fresh or chilled",2017,12386,tonnes,3463.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21122,"Meat of ducks, fresh or chilled",2017,12390,1000 Head,1731.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5424,Yield/Carcass Weight,21123,"Meat of geese, fresh or chilled",2017,12394,0.1g/An,39935.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21123,"Meat of geese, fresh or chilled",2017,12395,tonnes,1222.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21123,"Meat of geese, fresh or chilled",2017,12399,1000 Head,306.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21116,"Meat of goat, fresh or chilled",2018,12403,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21116,"Meat of goat, fresh or chilled",2019,12404,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21116,"Meat of goat, fresh or chilled",2020,12405,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21116,"Meat of goat, fresh or chilled",2018,12406,Head,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21116,"Meat of goat, fresh or chilled",2019,12407,Head,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21116,"Meat of goat, fresh or chilled",2020,12408,Head,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2017,12409,hg/An,877.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2018,12410,hg/An,880.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2019,12411,hg/An,880.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2020,12412,hg/An,903.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2017,12413,tonnes,294200.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2018,12414,tonnes,303270.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2019,12415,tonnes,304370.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2020,12416,tonnes,320130.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21113.01,"Meat of pig with the bone, fresh or chilled",2017,12417,Head,3355100.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21113.01,"Meat of pig with the bone, fresh or chilled",2018,12418,Head,3446690.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21113.01,"Meat of pig with the bone, fresh or chilled",2019,12419,Head,3457210.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21113.01,"Meat of pig with the bone, fresh or chilled",2020,12420,Head,3546350.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21115,"Meat of sheep, fresh or chilled",2017,12421,hg/An,211.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21115,"Meat of sheep, fresh or chilled",2018,12422,hg/An,212.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21115,"Meat of sheep, fresh or chilled",2019,12423,hg/An,217.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5417,Yield/Carcass Weight,21115,"Meat of sheep, fresh or chilled",2020,12424,hg/An,213.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21115,"Meat of sheep, fresh or chilled",2017,12425,tonnes,67100.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21115,"Meat of sheep, fresh or chilled",2018,12426,tonnes,68410.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21115,"Meat of sheep, fresh or chilled",2019,12427,tonnes,66040.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21115,"Meat of sheep, fresh or chilled",2020,12428,tonnes,66230.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21115,"Meat of sheep, fresh or chilled",2017,12429,Head,3183200.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21115,"Meat of sheep, fresh or chilled",2018,12430,Head,3224300.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21115,"Meat of sheep, fresh or chilled",2019,12431,Head,3050200.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5320,Producing Animals/Slaughtered,21115,"Meat of sheep, fresh or chilled",2020,12432,Head,3111670.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5424,Yield/Carcass Weight,21124,"Meat of turkeys, fresh or chilled",2017,12433,0.1g/An,31158.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5424,Yield/Carcass Weight,21124,"Meat of turkeys, fresh or chilled",2018,12434,0.1g/An,100000.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5424,Yield/Carcass Weight,21124,"Meat of turkeys, fresh or chilled",2019,12435,0.1g/An,100000.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5424,Yield/Carcass Weight,21124,"Meat of turkeys, fresh or chilled",2020,12436,0.1g/An,98618.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21124,"Meat of turkeys, fresh or chilled",2017,12437,tonnes,13080.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21124,"Meat of turkeys, fresh or chilled",2018,12438,tonnes,13520.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21124,"Meat of turkeys, fresh or chilled",2019,12439,tonnes,12990.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21124,"Meat of turkeys, fresh or chilled",2020,12440,tonnes,13560.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21124,"Meat of turkeys, fresh or chilled",2017,12441,1000 Head,4198.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21124,"Meat of turkeys, fresh or chilled",2018,12442,1000 Head,1352.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21124,"Meat of turkeys, fresh or chilled",2019,12443,1000 Head,1299.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21124,"Meat of turkeys, fresh or chilled",2020,12444,1000 Head,1375.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1199.02,Mixed grain,2018,12445,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1199.02,Mixed grain,2019,12446,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1199.02,Mixed grain,2020,12447,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1199.02,Mixed grain,2018,12448,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1199.02,Mixed grain,2019,12449,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1199.02,Mixed grain,2020,12450,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,23540,Molasses,2017,12451,tonnes,2890.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2133,Mules and hinnies,2017,12452,Head,1187.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1270,Mushrooms and truffles,2017,12454,ha,222.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1270,Mushrooms and truffles,2018,12455,ha,220.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1270,Mushrooms and truffles,2019,12456,ha,230.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1270,Mushrooms and truffles,2020,12457,ha,230.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1270,Mushrooms and truffles,2017,12458,hg/ha,2997297.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1270,Mushrooms and truffles,2018,12459,hg/ha,2968636.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1270,Mushrooms and truffles,2019,12460,hg/ha,2969130.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1270,Mushrooms and truffles,2020,12461,hg/ha,3011304.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1270,Mushrooms and truffles,2017,12462,tonnes,66540.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1270,Mushrooms and truffles,2018,12463,tonnes,65310.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1270,Mushrooms and truffles,2019,12464,tonnes,68290.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1270,Mushrooms and truffles,2020,12465,tonnes,69260.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,2910,Natural honey,2017,12466,tonnes,268.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,117,Oats,2017,12468,ha,24443.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,117,Oats,2018,12469,ha,17780.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,117,Oats,2019,12470,ha,23820.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,117,Oats,2020,12471,ha,25440.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,117,Oats,2017,12472,hg/ha,83889.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,117,Oats,2018,12473,hg/ha,66288.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,117,Oats,2019,12474,hg/ha,81037.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,117,Oats,2020,12475,hg/ha,70857.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,117,Oats,2017,12476,tonnes,205049.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,117,Oats,2018,12477,tonnes,117860.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,117,Oats,2019,12478,tonnes,193030.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,117,Oats,2020,12479,tonnes,180260.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21691.12,Oil of linseed,2017,12480,tonnes,0.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21691.14,Oil of palm kernel,2017,12481,tonnes,0.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1450,Olives,2018,12482,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1450,Olives,2019,12483,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1450,Olives,2020,12484,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1450,Olives,2018,12485,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1450,Olives,2019,12486,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1450,Olives,2020,12487,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,12488,ha,190.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,12489,ha,170.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,12490,ha,290.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,12491,ha,320.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,12492,hg/ha,307368.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,12493,hg/ha,246471.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,12494,hg/ha,354828.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,12495,hg/ha,367188.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,12496,tonnes,5840.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,12497,tonnes,4190.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,12498,tonnes,10290.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,12499,tonnes,11750.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1323,Oranges,2018,12500,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1323,Oranges,2019,12501,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1323,Oranges,2020,12502,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1323,Oranges,2018,12503,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1323,Oranges,2019,12504,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1323,Oranges,2020,12505,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1241.9,"Other beans, green",2017,12506,ha,211.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1241.9,"Other beans, green",2017,12509,hg/ha,80664.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1241.9,"Other beans, green",2017,12510,tonnes,1702.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,12513,ha,74.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,12515,hg/ha,26892.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,12516,tonnes,199.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2018,12518,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2019,12519,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2020,12520,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1329,"Other citrus fruit, n.e.c.",2018,12521,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1329,"Other citrus fruit, n.e.c.",2019,12522,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1329,"Other citrus fruit, n.e.c.",2020,12523,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2017,12524,ha,631.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1359.9,"Other fruits, n.e.c.",2017,12526,hg/ha,141141.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1359.9,"Other fruits, n.e.c.",2017,12527,tonnes,8906.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2017,12529,tonnes,2696.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2018,12531,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,12532,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,12533,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2018,12534,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,12535,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,12536,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1349.1,Other pome fruits,2018,12537,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1349.1,Other pome fruits,2019,12538,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1349.1,Other pome fruits,2020,12539,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1349.1,Other pome fruits,2018,12540,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1349.1,Other pome fruits,2019,12541,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1349.1,Other pome fruits,2020,12542,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1709.9,Other pulses n.e.c.,2018,12543,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1709.9,Other pulses n.e.c.,2019,12544,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,12545,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1709.9,Other pulses n.e.c.,2018,12546,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1709.9,Other pulses n.e.c.,2019,12547,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1709.9,Other pulses n.e.c.,2020,12548,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1349.2,Other stone fruits,2018,12550,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1349.2,Other stone fruits,2019,12551,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1349.2,Other stone fruits,2020,12552,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1349.2,Other stone fruits,2018,12554,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1349.2,Other stone fruits,2019,12555,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1349.2,Other stone fruits,2020,12556,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2018,12557,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2019,12558,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2020,12559,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1319,"Other tropical fruits, n.e.c.",2018,12560,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1319,"Other tropical fruits, n.e.c.",2019,12561,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1319,"Other tropical fruits, n.e.c.",2020,12562,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2017,12563,ha,1502.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2019,12565,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2017,12566,hg/ha,176538.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1290.9,"Other vegetables, fresh n.e.c.",2017,12567,tonnes,26516.0,I,Imputed value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1290.9,"Other vegetables, fresh n.e.c.",2019,12569,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1345,Peaches and nectarines,2018,12570,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1345,Peaches and nectarines,2019,12571,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1345,Peaches and nectarines,2020,12572,ha,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1345,Peaches and nectarines,2018,12573,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1345,Peaches and nectarines,2019,12574,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1345,Peaches and nectarines,2020,12575,tonnes,0.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1705,"Peas, dry",2017,12580,ha,671.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1705,"Peas, dry",2018,12581,ha,710.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1705,"Peas, dry",2019,12582,ha,650.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1705,"Peas, dry",2020,12583,ha,800.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1705,"Peas, dry",2017,12584,hg/ha,37541.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1705,"Peas, dry",2018,12585,hg/ha,22817.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1705,"Peas, dry",2019,12586,hg/ha,43846.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5419,Yield,1705,"Peas, dry",2020,12587,hg/ha,40875.0,E,Estimated value,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1705,"Peas, dry",2017,12588,tonnes,2519.0,A,Official figure,IRL,1.0
QCL,Crops and livestock products,372,Ireland,5510,Production,1705,"Peas, dry",2018,12589,tonnes,1620.0,A,Official figure,IRL,1.0
